dteday,season,yr,weekday,hr,rider_type,riders,COGS,price,Revenue,Profit
14/04/2022,2,1,6,4,casual,5,1.56,4.99,24.95,23.39
14/04/2022,2,1,6,4,registered,9,1.56,4.99,44.91,43.35
14/04/2022,2,1,6,5,casual,2,1.56,4.99,9.98,8.42
14/04/2022,2,1,6,5,registered,5,1.56,4.99,24.95,23.39
14/04/2022,2,1,6,6,casual,2,1.56,4.99,9.98,8.42
14/04/2022,2,1,6,6,registered,19,1.56,4.99,94.81,93.25
14/04/2022,2,1,6,7,casual,8,1.56,4.99,39.92,38.36
14/04/2022,2,1,6,7,registered,56,1.56,4.99,279.44,277.88
14/04/2022,2,1,6,8,casual,24,1.56,4.99,119.76,118.2
14/04/2022,2,1,6,8,registered,136,1.56,4.99,678.64,677.08
14/04/2022,2,1,6,9,casual,59,1.56,4.99,294.41,292.85
14/04/2022,2,1,6,9,registered,206,1.56,4.99,1027.94,1026.38
14/04/2022,2,1,6,10,casual,139,1.56,4.99,693.61,692.05
14/04/2022,2,1,6,10,registered,267,1.56,4.99,1332.33,1330.77
14/04/2022,2,1,6,11,casual,207,1.56,4.99,1032.93,1031.37
14/04/2022,2,1,6,11,registered,357,1.56,4.99,1781.43,1779.87
14/04/2022,2,1,6,12,casual,274,1.56,4.99,1367.26,1365.7
14/04/2022,2,1,6,12,registered,404,1.56,4.99,2015.96,2014.4
14/04/2022,2,1,6,13,casual,308,1.56,4.99,1536.92,1535.36
14/04/2022,2,1,6,13,registered,370,1.56,4.99,1846.3,1844.74
14/04/2022,2,1,6,14,casual,288,1.56,4.99,1437.12,1435.56
14/04/2022,2,1,6,14,registered,372,1.56,4.99,1856.28,1854.72
14/04/2022,2,1,6,15,casual,311,1.56,4.99,1551.89,1550.33
14/04/2022,2,1,6,15,registered,347,1.56,4.99,1731.53,1729.97
14/04/2022,2,1,6,16,casual,253,1.56,4.99,1262.47,1260.91
14/04/2022,2,1,6,16,registered,329,1.56,4.99,1641.71,1640.15
14/04/2022,2,1,6,17,casual,251,1.56,4.99,1252.49,1250.93
14/04/2022,2,1,6,17,registered,309,1.56,4.99,1541.91,1540.35
14/04/2022,2,1,6,18,casual,197,1.56,4.99,983.03,981.47
14/04/2022,2,1,6,18,registered,284,1.56,4.99,1417.16,1415.6
14/04/2022,2,1,6,19,casual,163,1.56,4.99,813.37,811.81
14/04/2022,2,1,6,19,registered,296,1.56,4.99,1477.04,1475.48
14/04/2022,2,1,6,20,casual,112,1.56,4.99,558.88,557.32
14/04/2022,2,1,6,20,registered,209,1.56,4.99,1042.91,1041.35
14/04/2022,2,1,6,21,casual,53,1.56,4.99,264.47,262.91
14/04/2022,2,1,6,21,registered,167,1.56,4.99,833.33,831.77
14/04/2022,2,1,6,22,casual,64,1.56,4.99,319.36,317.8
14/04/2022,2,1,6,22,registered,148,1.56,4.99,738.52,736.96
14/04/2022,2,1,6,23,casual,45,1.56,4.99,224.55,222.99
14/04/2022,2,1,6,23,registered,151,1.56,4.99,753.49,751.93
14/05/2021,2,0,6,0,casual,24,1.24,3.99,95.76,94.52
14/05/2021,2,0,6,0,registered,78,1.24,3.99,311.22,309.98
14/05/2021,2,0,6,1,casual,18,1.24,3.99,71.82,70.58
14/05/2021,2,0,6,1,registered,64,1.24,3.99,255.36,254.12
14/05/2021,2,0,6,2,casual,15,1.24,3.99,59.85,58.61
14/05/2021,2,0,6,2,registered,37,1.24,3.99,147.63,146.39
14/05/2021,2,0,6,3,casual,5,1.24,3.99,19.95,18.71
14/05/2021,2,0,6,3,registered,30,1.24,3.99,119.7,118.46
14/05/2021,2,0,6,4,casual,1,1.24,3.99,3.99,2.75
14/05/2021,2,0,6,4,registered,4,1.24,3.99,15.96,14.72
14/05/2021,2,0,6,5,casual,7,1.24,3.99,27.93,26.69
14/05/2021,2,0,6,5,registered,7,1.24,3.99,27.93,26.69
14/05/2021,2,0,6,6,casual,2,1.24,3.99,7.98,6.74
14/05/2021,2,0,6,6,registered,9,1.24,3.99,35.91,34.67
14/05/2021,2,0,6,7,casual,4,1.24,3.99,15.96,14.72
14/05/2021,2,0,6,7,registered,28,1.24,3.99,111.72,110.48
14/05/2021,2,0,6,8,casual,16,1.24,3.99,63.84,62.6
14/05/2021,2,0,6,8,registered,72,1.24,3.99,287.28,286.04
14/05/2021,2,0,6,9,casual,14,1.24,3.99,55.86,54.62
14/05/2021,2,0,6,9,registered,86,1.24,3.99,343.14,341.9
14/05/2021,2,0,6,10,casual,34,1.24,3.99,135.66,134.42
14/05/2021,2,0,6,10,registered,133,1.24,3.99,530.67,529.43
14/05/2021,2,0,6,11,casual,72,1.24,3.99,287.28,286.04
14/05/2021,2,0,6,11,registered,207,1.24,3.99,825.93,824.69
14/05/2021,2,0,6,12,casual,75,1.24,3.99,299.25,298.01
14/05/2021,2,0,6,12,registered,204,1.24,3.99,813.96,812.72
14/05/2021,2,0,6,13,casual,68,1.24,3.99,271.32,270.08
14/05/2021,2,0,6,13,registered,180,1.24,3.99,718.2,716.96
14/05/2021,2,0,6,14,casual,57,1.24,3.99,227.43,226.19
14/05/2021,2,0,6,14,registered,159,1.24,3.99,634.41,633.17
14/05/2021,2,0,6,15,casual,73,1.24,3.99,291.27,290.03
14/05/2021,2,0,6,15,registered,221,1.24,3.99,881.79,880.55
14/05/2021,2,0,6,16,casual,107,1.24,3.99,426.93,425.69
14/05/2021,2,0,6,16,registered,188,1.24,3.99,750.12,748.88
14/05/2021,2,0,6,17,casual,78,1.24,3.99,311.22,309.98
14/05/2021,2,0,6,17,registered,194,1.24,3.99,774.06,772.82
14/05/2021,2,0,6,18,casual,88,1.24,3.99,351.12,349.88
14/05/2021,2,0,6,18,registered,216,1.24,3.99,861.84,860.6
14/05/2021,2,0,6,19,casual,69,1.24,3.99,275.31,274.07
14/05/2021,2,0,6,19,registered,179,1.24,3.99,714.21,712.97
14/05/2021,2,0,6,20,casual,42,1.24,3.99,167.58,166.34
14/05/2021,2,0,6,20,registered,115,1.24,3.99,458.85,457.61
14/05/2021,2,0,6,21,casual,15,1.24,3.99,59.85,58.61
14/05/2021,2,0,6,21,registered,44,1.24,3.99,175.56,174.32
14/05/2021,2,0,6,22,casual,7,1.24,3.99,27.93,26.69
14/05/2021,2,0,6,22,registered,19,1.24,3.99,75.81,74.57
14/05/2021,2,0,6,23,casual,11,1.24,3.99,43.89,42.65
14/05/2021,2,0,6,23,registered,33,1.24,3.99,131.67,130.43
14/05/2022,2,1,1,0,casual,21,1.56,4.99,104.79,103.23
14/05/2022,2,1,1,0,registered,14,1.56,4.99,69.86,68.3
14/05/2022,2,1,1,1,casual,5,1.56,4.99,24.95,23.39
14/05/2022,2,1,1,1,registered,6,1.56,4.99,29.94,28.38
14/05/2022,2,1,1,2,casual,1,1.56,4.99,4.99,3.43
14/05/2022,2,1,1,2,registered,1,1.56,4.99,4.99,3.43
14/05/2022,2,1,1,3,casual,0,1.56,4.99,0,-1.56
14/05/2022,2,1,1,3,registered,2,1.56,4.99,9.98,8.42
14/05/2022,2,1,1,4,casual,3,1.56,4.99,14.97,13.41
14/05/2022,2,1,1,4,registered,3,1.56,4.99,14.97,13.41
14/05/2022,2,1,1,5,casual,1,1.56,4.99,4.99,3.43
14/05/2022,2,1,1,5,registered,25,1.56,4.99,124.75,123.19
14/05/2022,2,1,1,6,casual,3,1.56,4.99,14.97,13.41
14/05/2022,2,1,1,6,registered,62,1.56,4.99,309.38,307.82
14/05/2022,2,1,1,7,casual,3,1.56,4.99,14.97,13.41
14/05/2022,2,1,1,7,registered,72,1.56,4.99,359.28,357.72
14/05/2022,2,1,1,8,casual,1,1.56,4.99,4.99,3.43
14/05/2022,2,1,1,8,registered,155,1.56,4.99,773.45,771.89
14/05/2022,2,1,1,9,casual,5,1.56,4.99,24.95,23.39
14/05/2022,2,1,1,9,registered,105,1.56,4.99,523.95,522.39
14/05/2022,2,1,1,10,casual,6,1.56,4.99,29.94,28.38
14/05/2022,2,1,1,10,registered,53,1.56,4.99,264.47,262.91
14/05/2022,2,1,1,11,casual,12,1.56,4.99,59.88,58.32
14/05/2022,2,1,1,11,registered,67,1.56,4.99,334.33,332.77
14/05/2022,2,1,1,12,casual,53,1.56,4.99,264.47,262.91
14/05/2022,2,1,1,12,registered,132,1.56,4.99,658.68,657.12
14/05/2022,2,1,1,13,casual,33,1.56,4.99,164.67,163.11
14/05/2022,2,1,1,13,registered,143,1.56,4.99,713.57,712.01
14/05/2022,2,1,1,14,casual,43,1.56,4.99,214.57,213.01
14/05/2022,2,1,1,14,registered,128,1.56,4.99,638.72,637.16
14/05/2022,2,1,1,15,casual,40,1.56,4.99,199.6,198.04
14/05/2022,2,1,1,15,registered,156,1.56,4.99,778.44,776.88
14/05/2022,2,1,1,16,casual,20,1.56,4.99,99.8,98.24
14/05/2022,2,1,1,16,registered,91,1.56,4.99,454.09,452.53
14/05/2022,2,1,1,17,casual,25,1.56,4.99,124.75,123.19
14/05/2022,2,1,1,17,registered,204,1.56,4.99,1017.96,1016.4
14/05/2022,2,1,1,18,casual,17,1.56,4.99,84.83,83.27
14/05/2022,2,1,1,18,registered,283,1.56,4.99,1412.17,1410.61
14/05/2022,2,1,1,19,casual,10,1.56,4.99,49.9,48.34
14/05/2022,2,1,1,19,registered,294,1.56,4.99,1467.06,1465.5
14/05/2022,2,1,1,20,casual,11,1.56,4.99,54.89,53.33
14/05/2022,2,1,1,20,registered,178,1.56,4.99,888.22,886.66
14/05/2022,2,1,1,21,casual,7,1.56,4.99,34.93,33.37
14/05/2022,2,1,1,21,registered,145,1.56,4.99,723.55,721.99
14/05/2022,2,1,1,22,casual,11,1.56,4.99,54.89,53.33
14/05/2022,2,1,1,22,registered,118,1.56,4.99,588.82,587.26
14/05/2022,2,1,1,23,casual,11,1.56,4.99,54.89,53.33
14/05/2022,2,1,1,23,registered,64,1.56,4.99,319.36,317.8
14/06/2021,2,0,2,0,casual,13,1.24,3.99,51.87,50.63
14/06/2021,2,0,2,0,registered,18,1.24,3.99,71.82,70.58
14/06/2021,2,0,2,1,casual,3,1.24,3.99,11.97,10.73
14/06/2021,2,0,2,1,registered,10,1.24,3.99,39.9,38.66
14/06/2021,2,0,2,2,casual,2,1.24,3.99,7.98,6.74
14/06/2021,2,0,2,2,registered,8,1.24,3.99,31.92,30.68
14/06/2021,2,0,2,3,casual,1,1.24,3.99,3.99,2.75
14/06/2021,2,0,2,3,registered,1,1.24,3.99,3.99,2.75
14/06/2021,2,0,2,4,casual,0,1.24,3.99,0,-1.24
14/06/2021,2,0,2,4,registered,3,1.24,3.99,11.97,10.73
14/06/2021,2,0,2,5,casual,3,1.24,3.99,11.97,10.73
14/06/2021,2,0,2,5,registered,23,1.24,3.99,91.77,90.53
14/06/2021,2,0,2,6,casual,6,1.24,3.99,23.94,22.7
14/06/2021,2,0,2,6,registered,107,1.24,3.99,426.93,425.69
14/06/2021,2,0,2,7,casual,19,1.24,3.99,75.81,74.57
14/06/2021,2,0,2,7,registered,346,1.24,3.99,1380.54,1379.3
14/06/2021,2,0,2,8,casual,45,1.24,3.99,179.55,178.31
14/06/2021,2,0,2,8,registered,441,1.24,3.99,1759.59,1758.35
14/06/2021,2,0,2,9,casual,19,1.24,3.99,75.81,74.57
14/06/2021,2,0,2,9,registered,174,1.24,3.99,694.26,693.02
14/06/2021,2,0,2,10,casual,33,1.24,3.99,131.67,130.43
14/06/2021,2,0,2,10,registered,97,1.24,3.99,387.03,385.79
14/06/2021,2,0,2,11,casual,40,1.24,3.99,159.6,158.36
14/06/2021,2,0,2,11,registered,103,1.24,3.99,410.97,409.73
14/06/2021,2,0,2,12,casual,30,1.24,3.99,119.7,118.46
14/06/2021,2,0,2,12,registered,139,1.24,3.99,554.61,553.37
14/06/2021,2,0,2,13,casual,33,1.24,3.99,131.67,130.43
14/06/2021,2,0,2,13,registered,176,1.24,3.99,702.24,701
14/06/2021,2,0,2,14,casual,41,1.24,3.99,163.59,162.35
14/06/2021,2,0,2,14,registered,118,1.24,3.99,470.82,469.58
14/06/2021,2,0,2,15,casual,42,1.24,3.99,167.58,166.34
14/06/2021,2,0,2,15,registered,136,1.24,3.99,542.64,541.4
14/06/2021,2,0,2,16,casual,51,1.24,3.99,203.49,202.25
14/06/2021,2,0,2,16,registered,279,1.24,3.99,1113.21,1111.97
14/06/2021,2,0,2,17,casual,85,1.24,3.99,339.15,337.91
14/06/2021,2,0,2,17,registered,484,1.24,3.99,1931.16,1929.92
14/06/2021,2,0,2,18,casual,65,1.24,3.99,259.35,258.11
14/06/2021,2,0,2,18,registered,473,1.24,3.99,1887.27,1886.03
14/06/2021,2,0,2,19,casual,51,1.24,3.99,203.49,202.25
14/06/2021,2,0,2,19,registered,335,1.24,3.99,1336.65,1335.41
14/06/2021,2,0,2,20,casual,60,1.24,3.99,239.4,238.16
14/06/2021,2,0,2,20,registered,237,1.24,3.99,945.63,944.39
14/06/2021,2,0,2,21,casual,37,1.24,3.99,147.63,146.39
14/06/2021,2,0,2,21,registered,206,1.24,3.99,821.94,820.7
14/06/2021,2,0,2,22,casual,29,1.24,3.99,115.71,114.47
14/06/2021,2,0,2,22,registered,159,1.24,3.99,634.41,633.17
14/06/2021,2,0,2,23,casual,19,1.24,3.99,75.81,74.57
14/06/2021,2,0,2,23,registered,91,1.24,3.99,363.09,361.85
14/06/2022,2,1,4,0,casual,3,1.56,4.99,14.97,13.41
14/06/2022,2,1,4,0,registered,45,1.56,4.99,224.55,222.99
14/06/2022,2,1,4,1,casual,4,1.56,4.99,19.96,18.4
14/06/2022,2,1,4,1,registered,17,1.56,4.99,84.83,83.27
14/06/2022,2,1,4,2,casual,1,1.56,4.99,4.99,3.43
14/06/2022,2,1,4,2,registered,8,1.56,4.99,39.92,38.36
14/06/2022,2,1,4,3,casual,1,1.56,4.99,4.99,3.43
14/06/2022,2,1,4,3,registered,4,1.56,4.99,19.96,18.4
14/06/2022,2,1,4,4,casual,0,1.56,4.99,0,-1.56
14/06/2022,2,1,4,4,registered,6,1.56,4.99,29.94,28.38
14/06/2022,2,1,4,5,casual,0,1.56,4.99,0,-1.56
14/06/2022,2,1,4,5,registered,40,1.56,4.99,199.6,198.04
14/06/2022,2,1,4,6,casual,12,1.56,4.99,59.88,58.32
14/06/2022,2,1,4,6,registered,169,1.56,4.99,843.31,841.75
14/06/2022,2,1,4,7,casual,26,1.56,4.99,129.74,128.18
14/06/2022,2,1,4,7,registered,480,1.56,4.99,2395.2,2393.64
14/06/2022,2,1,4,8,casual,37,1.56,4.99,184.63,183.07
14/06/2022,2,1,4,8,registered,682,1.56,4.99,3403.18,3401.62
14/06/2022,2,1,4,9,casual,45,1.56,4.99,224.55,222.99
14/06/2022,2,1,4,9,registered,312,1.56,4.99,1556.88,1555.32
14/06/2022,2,1,4,10,casual,47,1.56,4.99,234.53,232.97
14/06/2022,2,1,4,10,registered,132,1.56,4.99,658.68,657.12
14/06/2022,2,1,4,11,casual,60,1.56,4.99,299.4,297.84
14/06/2022,2,1,4,11,registered,168,1.56,4.99,838.32,836.76
14/06/2022,2,1,4,12,casual,55,1.56,4.99,274.45,272.89
14/06/2022,2,1,4,12,registered,210,1.56,4.99,1047.9,1046.34
14/06/2022,2,1,4,13,casual,71,1.56,4.99,354.29,352.73
14/06/2022,2,1,4,13,registered,213,1.56,4.99,1062.87,1061.31
14/06/2022,2,1,4,14,casual,84,1.56,4.99,419.16,417.6
14/06/2022,2,1,4,14,registered,214,1.56,4.99,1067.86,1066.3
14/06/2022,2,1,4,15,casual,111,1.56,4.99,553.89,552.33
14/06/2022,2,1,4,15,registered,213,1.56,4.99,1062.87,1061.31
14/06/2022,2,1,4,16,casual,70,1.56,4.99,349.3,347.74
14/06/2022,2,1,4,16,registered,368,1.56,4.99,1836.32,1834.76
14/06/2022,2,1,4,17,casual,117,1.56,4.99,583.83,582.27
14/06/2022,2,1,4,17,registered,750,1.56,4.99,3742.5,3740.94
14/06/2022,2,1,4,18,casual,107,1.56,4.99,533.93,532.37
14/06/2022,2,1,4,18,registered,716,1.56,4.99,3572.84,3571.28
14/06/2022,2,1,4,19,casual,96,1.56,4.99,479.04,477.48
14/06/2022,2,1,4,19,registered,483,1.56,4.99,2410.17,2408.61
14/06/2022,2,1,4,20,casual,84,1.56,4.99,419.16,417.6
14/06/2022,2,1,4,20,registered,351,1.56,4.99,1751.49,1749.93
14/06/2022,2,1,4,21,casual,67,1.56,4.99,334.33,332.77
14/06/2022,2,1,4,21,registered,270,1.56,4.99,1347.3,1345.74
14/06/2022,2,1,4,22,casual,46,1.56,4.99,229.54,227.98
14/06/2022,2,1,4,22,registered,196,1.56,4.99,978.04,976.48
14/06/2022,2,1,4,23,casual,36,1.56,4.99,179.64,178.08
14/06/2022,2,1,4,23,registered,136,1.56,4.99,678.64,677.08
14/07/2021,3,0,4,0,casual,14,1.24,3.99,55.86,54.62
14/07/2021,3,0,4,0,registered,32,1.24,3.99,127.68,126.44
14/07/2021,3,0,4,1,casual,4,1.24,3.99,15.96,14.72
14/07/2021,3,0,4,1,registered,21,1.24,3.99,83.79,82.55
14/07/2021,3,0,4,2,casual,3,1.24,3.99,11.97,10.73
14/07/2021,3,0,4,2,registered,7,1.24,3.99,27.93,26.69
14/07/2021,3,0,4,3,casual,1,1.24,3.99,3.99,2.75
14/07/2021,3,0,4,3,registered,5,1.24,3.99,19.95,18.71
14/07/2021,3,0,4,4,casual,0,1.24,3.99,0,-1.24
14/07/2021,3,0,4,4,registered,6,1.24,3.99,23.94,22.7
14/07/2021,3,0,4,5,casual,6,1.24,3.99,23.94,22.7
14/07/2021,3,0,4,5,registered,22,1.24,3.99,87.78,86.54
14/07/2021,3,0,4,6,casual,14,1.24,3.99,55.86,54.62
14/07/2021,3,0,4,6,registered,116,1.24,3.99,462.84,461.6
14/07/2021,3,0,4,7,casual,23,1.24,3.99,91.77,90.53
14/07/2021,3,0,4,7,registered,311,1.24,3.99,1240.89,1239.65
14/07/2021,3,0,4,8,casual,53,1.24,3.99,211.47,210.23
14/07/2021,3,0,4,8,registered,433,1.24,3.99,1727.67,1726.43
14/07/2021,3,0,4,9,casual,29,1.24,3.99,115.71,114.47
14/07/2021,3,0,4,9,registered,195,1.24,3.99,778.05,776.81
14/07/2021,3,0,4,10,casual,32,1.24,3.99,127.68,126.44
14/07/2021,3,0,4,10,registered,95,1.24,3.99,379.05,377.81
14/07/2021,3,0,4,11,casual,38,1.24,3.99,151.62,150.38
14/07/2021,3,0,4,11,registered,110,1.24,3.99,438.9,437.66
14/07/2021,3,0,4,12,casual,51,1.24,3.99,203.49,202.25
14/07/2021,3,0,4,12,registered,172,1.24,3.99,686.28,685.04
14/07/2021,3,0,4,13,casual,39,1.24,3.99,155.61,154.37
14/07/2021,3,0,4,13,registered,138,1.24,3.99,550.62,549.38
14/07/2021,3,0,4,14,casual,49,1.24,3.99,195.51,194.27
14/07/2021,3,0,4,14,registered,129,1.24,3.99,514.71,513.47
14/07/2021,3,0,4,15,casual,42,1.24,3.99,167.58,166.34
14/07/2021,3,0,4,15,registered,138,1.24,3.99,550.62,549.38
14/07/2021,3,0,4,16,casual,43,1.24,3.99,171.57,170.33
14/07/2021,3,0,4,16,registered,231,1.24,3.99,921.69,920.45
14/07/2021,3,0,4,17,casual,78,1.24,3.99,311.22,309.98
14/07/2021,3,0,4,17,registered,517,1.24,3.99,2062.83,2061.59
14/07/2021,3,0,4,18,casual,94,1.24,3.99,375.06,373.82
14/07/2021,3,0,4,18,registered,484,1.24,3.99,1931.16,1929.92
14/07/2021,3,0,4,19,casual,67,1.24,3.99,267.33,266.09
14/07/2021,3,0,4,19,registered,333,1.24,3.99,1328.67,1327.43
14/07/2021,3,0,4,20,casual,81,1.24,3.99,323.19,321.95
14/07/2021,3,0,4,20,registered,267,1.24,3.99,1065.33,1064.09
14/07/2021,3,0,4,21,casual,58,1.24,3.99,231.42,230.18
14/07/2021,3,0,4,21,registered,203,1.24,3.99,809.97,808.73
14/07/2021,3,0,4,22,casual,42,1.24,3.99,167.58,166.34
14/07/2021,3,0,4,22,registered,134,1.24,3.99,534.66,533.42
14/07/2021,3,0,4,23,casual,27,1.24,3.99,107.73,106.49
14/07/2021,3,0,4,23,registered,97,1.24,3.99,387.03,385.79
14/07/2022,3,1,6,0,casual,35,1.56,4.99,174.65,173.09
14/07/2022,3,1,6,0,registered,156,1.56,4.99,778.44,776.88
14/07/2022,3,1,6,1,casual,13,1.56,4.99,64.87,63.31
14/07/2022,3,1,6,1,registered,105,1.56,4.99,523.95,522.39
14/07/2022,3,1,6,2,casual,10,1.56,4.99,49.9,48.34
14/07/2022,3,1,6,2,registered,91,1.56,4.99,454.09,452.53
14/07/2022,3,1,6,3,casual,9,1.56,4.99,44.91,43.35
14/07/2022,3,1,6,3,registered,31,1.56,4.99,154.69,153.13
14/07/2022,3,1,6,4,casual,3,1.56,4.99,14.97,13.41
14/07/2022,3,1,6,4,registered,6,1.56,4.99,29.94,28.38
14/07/2022,3,1,6,5,casual,0,1.56,4.99,0,-1.56
14/07/2022,3,1,6,5,registered,5,1.56,4.99,24.95,23.39
14/07/2022,3,1,6,6,casual,6,1.56,4.99,29.94,28.38
14/07/2022,3,1,6,6,registered,29,1.56,4.99,144.71,143.15
14/07/2022,3,1,6,7,casual,7,1.56,4.99,34.93,33.37
14/07/2022,3,1,6,7,registered,41,1.56,4.99,204.59,203.03
14/07/2022,3,1,6,8,casual,33,1.56,4.99,164.67,163.11
14/07/2022,3,1,6,8,registered,118,1.56,4.99,588.82,587.26
14/07/2022,3,1,6,9,casual,82,1.56,4.99,409.18,407.62
14/07/2022,3,1,6,9,registered,200,1.56,4.99,998,996.44
14/07/2022,3,1,6,10,casual,123,1.56,4.99,613.77,612.21
14/07/2022,3,1,6,10,registered,278,1.56,4.99,1387.22,1385.66
14/07/2022,3,1,6,11,casual,143,1.56,4.99,713.57,712.01
14/07/2022,3,1,6,11,registered,296,1.56,4.99,1477.04,1475.48
14/07/2022,3,1,6,12,casual,181,1.56,4.99,903.19,901.63
14/07/2022,3,1,6,12,registered,318,1.56,4.99,1586.82,1585.26
14/07/2022,3,1,6,13,casual,219,1.56,4.99,1092.81,1091.25
14/07/2022,3,1,6,13,registered,372,1.56,4.99,1856.28,1854.72
14/07/2022,3,1,6,14,casual,269,1.56,4.99,1342.31,1340.75
14/07/2022,3,1,6,14,registered,363,1.56,4.99,1811.37,1809.81
14/07/2022,3,1,6,15,casual,243,1.56,4.99,1212.57,1211.01
14/07/2022,3,1,6,15,registered,317,1.56,4.99,1581.83,1580.27
14/07/2022,3,1,6,16,casual,226,1.56,4.99,1127.74,1126.18
14/07/2022,3,1,6,16,registered,340,1.56,4.99,1696.6,1695.04
14/07/2022,3,1,6,17,casual,199,1.56,4.99,993.01,991.45
14/07/2022,3,1,6,17,registered,259,1.56,4.99,1292.41,1290.85
14/07/2022,3,1,6,18,casual,108,1.56,4.99,538.92,537.36
14/07/2022,3,1,6,18,registered,243,1.56,4.99,1212.57,1211.01
14/07/2022,3,1,6,19,casual,156,1.56,4.99,778.44,776.88
14/07/2022,3,1,6,19,registered,275,1.56,4.99,1372.25,1370.69
14/07/2022,3,1,6,20,casual,101,1.56,4.99,503.99,502.43
14/07/2022,3,1,6,20,registered,255,1.56,4.99,1272.45,1270.89
14/07/2022,3,1,6,21,casual,69,1.56,4.99,344.31,342.75
14/07/2022,3,1,6,21,registered,200,1.56,4.99,998,996.44
14/07/2022,3,1,6,22,casual,65,1.56,4.99,324.35,322.79
14/07/2022,3,1,6,22,registered,160,1.56,4.99,798.4,796.84
14/07/2022,3,1,6,23,casual,55,1.56,4.99,274.45,272.89
14/07/2022,3,1,6,23,registered,156,1.56,4.99,778.44,776.88
14/08/2021,3,0,0,0,casual,19,1.24,3.99,75.81,74.57
14/08/2021,3,0,0,0,registered,71,1.24,3.99,283.29,282.05
14/08/2021,3,0,0,1,casual,16,1.24,3.99,63.84,62.6
14/08/2021,3,0,0,1,registered,57,1.24,3.99,227.43,226.19
14/08/2021,3,0,0,2,casual,13,1.24,3.99,51.87,50.63
14/08/2021,3,0,0,2,registered,49,1.24,3.99,195.51,194.27
14/08/2021,3,0,0,3,casual,5,1.24,3.99,19.95,18.71
14/08/2021,3,0,0,3,registered,22,1.24,3.99,87.78,86.54
14/08/2021,3,0,0,4,casual,1,1.24,3.99,3.99,2.75
14/08/2021,3,0,0,4,registered,2,1.24,3.99,7.98,6.74
14/08/2021,3,0,0,5,casual,1,1.24,3.99,3.99,2.75
14/08/2021,3,0,0,5,registered,9,1.24,3.99,35.91,34.67
14/08/2021,3,0,0,6,casual,2,1.24,3.99,7.98,6.74
14/08/2021,3,0,0,6,registered,4,1.24,3.99,15.96,14.72
14/08/2021,3,0,0,7,casual,4,1.24,3.99,15.96,14.72
14/08/2021,3,0,0,7,registered,20,1.24,3.99,79.8,78.56
14/08/2021,3,0,0,8,casual,20,1.24,3.99,79.8,78.56
14/08/2021,3,0,0,8,registered,21,1.24,3.99,83.79,82.55
14/08/2021,3,0,0,9,casual,27,1.24,3.99,107.73,106.49
14/08/2021,3,0,0,9,registered,76,1.24,3.99,303.24,302
14/08/2021,3,0,0,10,casual,67,1.24,3.99,267.33,266.09
14/08/2021,3,0,0,10,registered,116,1.24,3.99,462.84,461.6
14/08/2021,3,0,0,11,casual,81,1.24,3.99,323.19,321.95
14/08/2021,3,0,0,11,registered,117,1.24,3.99,466.83,465.59
14/08/2021,3,0,0,12,casual,98,1.24,3.99,391.02,389.78
14/08/2021,3,0,0,12,registered,183,1.24,3.99,730.17,728.93
14/08/2021,3,0,0,13,casual,144,1.24,3.99,574.56,573.32
14/08/2021,3,0,0,13,registered,233,1.24,3.99,929.67,928.43
14/08/2021,3,0,0,14,casual,126,1.24,3.99,502.74,501.5
14/08/2021,3,0,0,14,registered,244,1.24,3.99,973.56,972.32
14/08/2021,3,0,0,15,casual,128,1.24,3.99,510.72,509.48
14/08/2021,3,0,0,15,registered,203,1.24,3.99,809.97,808.73
14/08/2021,3,0,0,16,casual,116,1.24,3.99,462.84,461.6
14/08/2021,3,0,0,16,registered,176,1.24,3.99,702.24,701
14/08/2021,3,0,0,17,casual,133,1.24,3.99,530.67,529.43
14/08/2021,3,0,0,17,registered,196,1.24,3.99,782.04,780.8
14/08/2021,3,0,0,18,casual,125,1.24,3.99,498.75,497.51
14/08/2021,3,0,0,18,registered,222,1.24,3.99,885.78,884.54
14/08/2021,3,0,0,19,casual,75,1.24,3.99,299.25,298.01
14/08/2021,3,0,0,19,registered,184,1.24,3.99,734.16,732.92
14/08/2021,3,0,0,20,casual,67,1.24,3.99,267.33,266.09
14/08/2021,3,0,0,20,registered,126,1.24,3.99,502.74,501.5
14/08/2021,3,0,0,21,casual,51,1.24,3.99,203.49,202.25
14/08/2021,3,0,0,21,registered,104,1.24,3.99,414.96,413.72
14/08/2021,3,0,0,22,casual,14,1.24,3.99,55.86,54.62
14/08/2021,3,0,0,22,registered,25,1.24,3.99,99.75,98.51
14/08/2021,3,0,0,23,casual,5,1.24,3.99,19.95,18.71
14/08/2021,3,0,0,23,registered,22,1.24,3.99,87.78,86.54
14/08/2022,3,1,2,0,casual,12,1.56,4.99,59.88,58.32
14/08/2022,3,1,2,0,registered,48,1.56,4.99,239.52,237.96
14/08/2022,3,1,2,1,casual,8,1.56,4.99,39.92,38.36
14/08/2022,3,1,2,1,registered,19,1.56,4.99,94.81,93.25
14/08/2022,3,1,2,2,casual,2,1.56,4.99,9.98,8.42
14/08/2022,3,1,2,2,registered,9,1.56,4.99,44.91,43.35
14/08/2022,3,1,2,3,casual,0,1.56,4.99,0,-1.56
14/08/2022,3,1,2,3,registered,3,1.56,4.99,14.97,13.41
